GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
0500000US38019,38019,"Cavalier County, North Dakota",41833,3088,-,**,29474,6058,45508,4610,51458,6877,51719,17507,54188,5108,40833,34310,40509,9550,65000,8438,83646,33030,51563,30851,25691,2805,12292,4879,12750,12518,27270,4775,33750,11362,57813,54308
0500000US38021,38021,"Dickey County, North Dakota",35306,2391,31146,8334,33693,5018,31311,1631,42813,6117,56667,20177,50319,2750,35938,12662,50593,3990,46296,6641,61908,12017,72500,39991,23462,2046,23021,3826,14844,5396,24605,2533,33333,12274,40278,21215
0500000US38023,38023,"Divide County, North Dakota",32827,3933,30909,19640,22279,16373,37344,4031,24821,12379,-,**,50682,21740,-,**,62344,16859,65167,13948,32929,7667,-,**,20673,4777,10625,1784,17042,6923,29479,15355,23194,4255,-,**
0500000US38025,38025,"Dunn County, North Dakota",42155,4259,23875,5971,42778,10905,43490,6533,40263,10394,62841,10811,50815,2263,41250,20317,50272,2502,52143,20064,65357,26547,66250,59185,26324,5107,20700,4259,26705,4107,20893,11475,35192,14462,59464,6356
0500000US38027,38027,"Eddy County, North Dakota",37325,3801,30313,24828,27321,4695,37500,5140,44792,3782,49583,10738,43387,3706,41667,40251,32333,11488,46964,6715,62917,19637,60625,45402,31685,5699,-,**,17917,13658,33750,7358,41641,2974,47917,18337
0500000US38029,38029,"Emmons County, North Dakota",33617,3138,22841,10105,28173,6718,39028,5639,40732,4366,60625,14001,42902,3749,23000,12084,35357,8574,44837,2628,68500,31608,64500,3772,26625,3679,-,**,16964,6988,29688,4344,33333,15828,50313,40077
0500000US38031,38031,"Foster County, North Dakota",40625,2501,31667,8852,31734,3758,42583,6514,45737,5320,55625,12722,47056,6418,43125,20922,41128,2990,51453,3768,53393,19205,-,**,30313,3214,-,**,22500,8752,30515,6540,38571,4451,55875,16062
0500000US38033,38033,"Golden Valley County, North Dakota",34844,3872,-,**,17794,5466,36344,2079,31731,11578,-,**,45172,6730,50714,21663,45625,25942,50125,17235,34583,17782,-,**,23913,5285,11136,5079,15909,2649,32750,10535,30000,18365,-,**
0500000US38035,38035,"Grand Forks County, North Dakota",39324,1397,23879,4509,36288,1621,34601,1697,47539,2596,61605,4438,44654,1556,28846,8252,40737,1945,41866,1536,56425,5440,68715,5125,32216,1589,-,**,25168,1620,28221,2432,40595,2126,56822,3438
0500000US38037,38037,"Grant County, North Dakota",31770,2242,21071,4204,30903,2305,30104,5263,38333,5819,37500,3783,39773,3732,22500,15609,41522,4809,38819,3840,38750,23818,-,**,26466,2636,6667,5638,21563,5824,18359,4672,37500,5499,38250,3372
0500000US38039,38039,"Griggs County, North Dakota",35493,3128,31477,7143,21382,7053,36552,1650,45909,9800,52500,19466,42778,6038,31591,8942,31667,15992,43359,7100,69327,7669,41667,14017,27083,3122,-,**,15893,12622,27375,9356,31083,5112,-,**
0500000US38041,38041,"Hettinger County, North Dakota",32254,5099,18542,16359,30568,5711,32011,4663,45556,6329,49375,16956,47903,2793,55341,23540,48529,5985,47300,3267,36563,30969,50000,10061,22139,2388,"2,500-",***,20217,2661,23403,3411,47361,4248,-,**
0500000US38043,38043,"Kidder County, North Dakota",39926,4534,26250,17733,35152,2814,41125,10582,46000,6511,35909,2959,50731,1817,18125,12034,48542,8798,59185,4691,50833,2030,36607,15148,31142,1539,-,**,23958,9731,29063,5618,42083,1907,29375,13176
0500000US38045,38045,"LaMoure County, North Dakota",38355,3116,30938,11094,32868,4918,38194,3907,41433,3709,58750,12916,48113,2546,35795,6495,42067,5838,52917,3873,59792,8042,57917,32654,28548,2760,7500,6924,22083,8333,27000,2104,31447,4829,60109,15787
0500000US38047,38047,"Logan County, North Dakota",31793,1903,12212,11176,31280,1712,31103,4168,37422,3437,56250,19874,45444,6269,-,**,46458,6533,42292,12621,50500,17781,75417,19941,24250,3782,-,**,21000,4904,24118,3548,36375,3374,40625,9327
0500000US38049,38049,"McHenry County, North Dakota",40181,2331,29583,10723,32145,3066,43650,4952,45592,5020,62917,15499,50014,1808,35550,2397,50991,5219,52188,2534,47895,6180,85833,19941,27151,2454,13833,4796,22759,4061,26210,1569,42111,3962,41528,36714
0500000US38051,38051,"McIntosh County, North Dakota",34792,2834,28500,5383,30450,3892,35344,2641,40147,2963,45417,6211,40507,3390,29750,6679,39545,7180,41625,5354,51250,5908,-,**,27974,2904,21438,1004,22019,4445,26932,4912,36250,9390,45625,2969
0500000US38053,38053,"McKenzie County, North Dakota",44457,4132,32981,7814,43613,2992,45379,8296,46007,7019,54333,7552,53989,8814,36900,16598,44808,11540,71271,15402,49861,36344,58864,3479,35110,2958,25893,25196,35610,5874,30149,9651,44596,4839,38958,19178
0500000US38055,38055,"McLean County, North Dakota",40873,1005,40469,6818,36213,2848,40854,1313,45043,4493,53750,7149,51504,1968,46161,6020,50000,3321,54569,4201,53333,6167,52019,15185,28649,1995,26458,5072,21424,2614,27813,2708,38125,2282,54792,12435
0500000US38057,38057,"Mercer County, North Dakota",47062,3197,36250,36129,32625,7280,49561,6404,46582,3316,52004,20457,64451,10721,-,**,52158,4084,77803,10707,64196,31063,85625,26404,25873,5225,21500,21191,17639,6087,20229,2443,41552,6834,47621,23440
0500000US38059,38059,"Morton County, North Dakota",41470,1207,37057,8148,35685,1925,36931,2870,51800,1920,62544,10271,52172,2533,41096,2367,44878,9289,49755,6288,62688,12176,86964,26584,32455,3481,23750,1895,26530,2048,30023,3196,44673,3997,51721,4367
0500000US38061,38061,"Mountrail County, North Dakota",39809,2614,35243,11411,33152,3762,35933,5355,43958,8749,77292,24730,52113,5023,36908,20589,42829,7601,54224,5832,51354,10466,105893,105243,28298,3849,-,**,21008,3911,27054,3457,41653,4452,45000,6161
0500000US38063,38063,"Nelson County, North Dakota",34432,3760,18500,11380,31063,1713,32679,3756,42000,12649,39950,5501,44453,5954,38542,14877,36413,3807,44519,9129,61875,17486,63750,27003,26205,1066,13750,6769,24500,5203,21528,5488,31875,2755,39550,3328
0500000US38065,38065,"Oliver County, North Dakota",41853,3313,23571,14660,31453,3752,41969,4310,50313,8737,40938,32412,58250,10138,23750,13428,58750,20283,57917,15455,71250,42210,128229,22189,31000,2987,-,**,10347,3482,32500,4109,45625,15640,33409,25204
0500000US38067,38067,"Pembina County, North Dakota",37395,1350,22361,11695,31625,1342,42295,4343,45294,6303,53214,17258,46946,2947,26563,17341,40122,5049,50781,1551,61116,4599,61607,21323,27981,3003,20469,5251,24167,4478,30074,6160,35515,3780,40313,10701
0500000US38069,38069,"Pierce County, North Dakota",30588,2537,-,**,25872,1959,30372,4149,34757,6059,40500,8667,33926,3893,50865,25545,27353,7798,40795,12318,33583,13070,61161,48922,25950,2376,-,**,22100,3358,22917,3530,37717,7404,36181,7071
0500000US38071,38071,"Ramsey County, North Dakota",38179,4442,21754,6816,31720,4635,32557,7784,50160,6708,51983,3948,46300,6625,25068,7211,33922,6914,53438,10093,69891,6481,-,**,28413,3507,-,**,26016,8531,25462,1406,43219,2183,55395,7932
0500000US38073,38073,"Ransom County, North Dakota",39938,2081,39500,14884,31866,2939,40595,3136,45417,9010,51250,24577,49728,3018,42250,2758,44236,7166,47969,5771,54702,12360,79107,12156,30389,1525,11750,11173,22262,3082,30574,1477,37045,3163,42083,12048
0500000US38075,38075,"Renville County, North Dakota",41470,1306,30000,3474,32115,10876,41469,2743,46875,5997,73438,18871,53750,7764,37500,24356,58571,19202,53864,8109,52188,22816,100000,84610,27153,7342,13056,5327,19674,2221,26750,6635,40694,2147,65938,24182
0500000US38077,38077,"Richland County, North Dakota",38290,2107,29759,3017,33933,2502,37251,2385,49527,2637,62153,14320,46747,2142,31607,3836,40701,5181,47365,2856,57407,6676,61000,20390,30271,1780,27989,11124,23846,3096,27365,2565,44674,4810,65729,15384
0500000US38079,38079,"Rolette County, North Dakota",31917,1271,22000,10853,30365,2525,29866,1845,44392,5983,66184,5859,35268,3149,22841,17667,31908,3575,32441,5952,50083,11711,81500,28335,30596,1647,20500,10633,26596,1426,28446,1881,42138,6968,63750,24072
0500000US38081,38081,"Sargent County, North Dakota",42536,1857,41667,17405,36518,5822,41858,2735,48164,2673,61429,13114,50568,1374,45966,2180,47917,3832,52202,3353,49938,10924,74167,757,29734,2297,-,**,28152,8079,26250,2759,45000,5594,48333,16591
0500000US38083,38083,"Sheridan County, North Dakota",35739,3529,31979,14579,35625,5354,34904,5407,45938,8700,32500,13378,47557,4190,41500,12635,51576,1789,45500,8095,57813,8224,21250,14111,21765,5406,8958,1211,15909,4838,25781,7682,40625,35919,54375,34959
0500000US38085,38085,"Sioux County, North Dakota",31968,1458,16518,5502,27813,5835,30243,2223,44744,2933,45938,14146,35893,4974,17344,7632,32857,8633,32578,3908,60000,5069,63125,40637,30684,1444,-,**,24306,2840,28125,2851,43141,2839,45313,10900
0500000US38087,38087,"Slope County, North Dakota",33889,6449,14167,8774,33472,13342,35278,11688,48333,10289,31964,26433,51591,10404,18958,4312,50536,31459,62500,28272,57250,32997,-,**,15417,5785,-,**,-,**,23750,10561,-,**,46250,21293
0500000US38089,38089,"Stark County, North Dakota",48389,2284,46111,18679,40291,2203,49455,4541,52035,3796,63696,8022,61668,2935,61667,29758,51692,4696,70179,11206,62196,8236,76442,11422,33732,2076,18214,6813,29699,2671,29010,4981,42972,5252,54225,3147
0500000US38091,38091,"Steele County, North Dakota",41500,5391,-,**,41736,7657,36815,3394,52411,7015,66250,7052,53143,4637,-,**,47404,8329,51429,11583,69375,24858,-,**,28056,5213,-,**,20000,3911,26827,3652,42250,11184,64205,4458
0500000US38093,38093,"Stutsman County, North Dakota",39421,2520,33622,6412,33695,2081,38611,4132,45875,3728,57083,18079,49472,3975,47591,9443,39702,3533,50263,6767,60000,7400,78929,17476,31189,1161,17917,10845,27389,5157,30810,1626,33125,4109,51625,4953
0500000US38095,38095,"Towner County, North Dakota",44201,3979,21328,1784,31467,5532,46435,5079,62500,12885,46250,16263,57857,9607,21484,1435,46250,9064,61188,6182,74375,20503,-,**,29063,4462,-,**,14167,4554,30417,5236,43750,12187,46875,10991
0500000US38097,38097,"Traill County, North Dakota",40080,2446,27361,11530,35027,3680,37740,2485,43672,4949,52386,3667,48936,2408,35481,6827,46484,4772,50135,2005,52375,10218,72813,17651,30816,1552,15000,8476,21944,6336,27500,4248,40648,4406,47350,3528
0500000US38099,38099,"Walsh County, North Dakota",33932,3254,26200,5717,27360,4693,36294,3343,40114,6735,56250,7560,40421,2191,25952,5875,36300,2230,45239,4800,46667,12385,-,**,27711,2500,27500,12883,21622,2590,29577,2204,34323,5302,50577,6806
0500000US38101,38101,"Ward County, North Dakota",41320,1225,30492,6166,36052,2385,38320,2428,47405,2608,66994,5864,50527,1453,32311,20515,43135,2961,50244,1726,60116,7816,75478,10844,32481,1697,25982,5529,23525,1402,30046,1436,41997,2741,61696,6406
0500000US38103,38103,"Wells County, North Dakota",38870,3167,-,**,34924,5456,35968,5501,41905,5511,59167,30520,49718,4010,45060,30026,56587,9926,47105,5273,50000,6815,72625,52622,30278,3142,-,**,28802,3502,25735,6481,38235,2542,-,**
0500000US38105,38105,"Williams County, North Dakota",50687,2265,37672,14943,50604,9446,46214,9636,52929,6950,67911,15832,65837,6142,46458,27505,60251,6638,73497,12390,81759,10473,68182,25804,31891,1504,30552,4651,28652,3882,28621,4792,41543,4618,67669,13927
