GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
0500000US38059,38059,"Morton County, North Dakota",20059,210,92,69,0,18,0,18,0,18,0,18,35,56,19,29,1,3,52,40,65,51,612,130,125,60,336,117,224,90,120,60,5276,533,788,189,1229,230,3272,393,2611,377,3967,468,769,189,253,100,213,114
0500000US38061,38061,"Mountrail County, North Dakota",5911,120,52,44,0,14,0,14,0,14,0,14,1,2,0,14,0,14,12,12,6,5,118,41,49,33,97,37,93,33,45,31,1528,155,227,60,215,54,1286,130,881,133,1040,153,203,79,22,23,36,32
0500000US38063,38063,"Nelson County, North Dakota",2348,26,14,18,0,9,0,9,0,9,0,9,0,9,0,9,4,5,4,5,2,5,94,28,5,5,32,21,41,18,19,12,692,78,32,13,141,29,394,56,424,58,369,51,75,36,6,6,0,9
0500000US38065,38065,"Oliver County, North Dakota",1302,65,13,17,3,5,0,9,0,9,9,15,0,9,0,9,4,6,0,9,0,9,83,30,11,9,5,5,32,16,9,11,344,49,51,26,79,27,246,50,185,40,179,48,28,23,17,13,4,6
0500000US38067,38067,"Pembina County, North Dakota",5237,29,37,19,0,12,0,12,0,12,0,12,0,12,7,8,0,12,14,12,9,8,216,46,53,28,86,26,65,24,59,25,1768,155,253,49,409,62,746,87,519,68,796,93,138,39,50,18,12,11
0500000US38069,38069,"Pierce County, North Dakota",3198,84,17,15,0,9,0,9,0,9,0,9,2,4,0,9,1,3,7,10,8,11,162,59,36,27,91,53,73,49,53,29,908,131,154,61,263,94,602,103,335,103,432,117,28,23,24,28,2,4
0500000US38071,38071,"Ramsey County, North Dakota",7892,103,50,54,0,14,0,14,0,14,0,14,11,13,3,4,3,7,29,22,0,14,175,62,80,42,161,68,137,49,122,62,2080,198,305,109,401,99,1363,185,1158,202,1427,212,186,71,118,82,83,59
0500000US38073,38073,"Ransom County, North Dakota",3844,46,10,10,0,12,0,12,0,12,0,12,0,12,15,20,0,12,0,12,29,17,109,46,49,31,106,47,43,27,26,14,1295,135,106,43,257,61,647,106,456,75,561,110,84,34,26,16,25,17
0500000US38075,38075,"Renville County, North Dakota",1720,73,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,5,52,24,6,6,22,19,20,12,16,12,461,64,57,25,162,31,376,56,271,55,230,52,38,17,2,3,4,4
0500000US38077,38077,"Richland County, North Dakota",10461,88,24,22,0,14,0,14,0,14,14,25,12,16,52,51,14,18,8,9,25,20,266,58,114,48,106,52,199,66,73,30,2677,219,300,79,805,130,1616,173,1879,156,1759,168,389,90,104,51,25,17
0500000US38079,38079,"Rolette County, North Dakota",8191,24,7,8,0,14,0,14,0,14,0,14,10,14,0,14,69,46,40,31,37,23,254,80,232,70,336,96,379,96,56,36,1403,148,380,89,515,106,1571,184,1193,143,1319,157,272,69,91,64,27,21
0500000US38081,38081,"Sargent County, North Dakota",2756,13,4,4,0,9,4,5,0,9,0,9,0,9,0,9,0,9,2,4,3,4,101,25,14,8,24,12,55,20,22,12,831,76,73,20,200,35,401,56,476,51,461,50,78,27,5,6,2,4
0500000US38083,38083,"Sheridan County, North Dakota",1054,58,6,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,55,19,16,13,26,15,24,17,19,14,351,48,37,15,60,18,161,32,139,26,126,24,30,13,4,4,0,9
0500000US38085,38085,"Sioux County, North Dakota",2281,20,27,17,0,9,0,9,0,9,0,9,3,3,0,9,3,4,12,9,0,9,49,17,30,15,79,22,118,31,41,21,567,58,158,41,98,25,399,59,303,37,309,48,51,20,12,9,22,12
0500000US38087,38087,"Slope County, North Dakota",522,56,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,11,7,15,11,7,7,7,6,13,8,159,39,10,7,23,13,79,23,55,17,113,29,14,12,1,4,6,8
0500000US38089,38089,"Stark County, North Dakota",18796,149,165,87,0,18,0,18,0,18,17,23,0,18,0,18,13,18,97,65,45,52,637,119,109,46,221,105,374,133,201,66,4877,388,849,176,1319,206,3157,322,2148,308,3293,400,857,169,173,78,244,112
0500000US38091,38091,"Steele County, North Dakota",1468,49,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,4,8,8,0,9,37,16,5,5,16,10,28,17,2,3,428,66,25,17,140,37,294,45,192,49,240,48,43,15,4,5,2,3
0500000US38093,38093,"Stutsman County, North Dakota",14526,110,94,77,0,16,0,16,0,16,36,56,5,9,1,3,24,25,10,13,31,20,445,88,160,85,335,115,229,104,222,104,4254,341,901,203,945,186,2053,243,1348,232,2808,304,455,123,131,50,39,25
0500000US38095,38095,"Towner County, North Dakota",1649,89,2,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,43,17,7,7,13,10,53,34,15,12,480,60,68,25,126,39,322,57,228,51,234,50,55,23,3,4,0,9
0500000US38097,38097,"Traill County, North Dakota",5465,34,8,8,0,12,3,5,0,12,0,12,0,12,2,3,0,12,2,4,3,6,170,47,62,22,106,46,55,25,30,16,1244,105,135,35,349,48,1111,102,740,86,1067,106,318,60,36,30,24,12
0500000US38099,38099,"Walsh County, North Dakota",7732,53,120,66,0,14,0,14,5,7,36,36,17,19,1,2,34,29,48,35,37,29,333,59,57,27,128,55,129,47,124,43,2417,185,368,78,518,75,1026,118,1007,111,995,102,219,50,74,28,39,33
0500000US38101,38101,"Ward County, North Dakota",41266,205,194,82,1,4,4,6,0,20,0,20,0,20,28,44,0,20,16,24,145,112,902,201,225,120,460,162,486,167,424,160,10489,628,1604,280,2988,368,8189,693,4457,434,7910,633,2016,385,381,117,347,118
0500000US38103,38103,"Wells County, North Dakota",3142,57,28,23,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,310,63,14,13,55,22,62,29,42,27,927,97,135,38,178,42,402,62,364,67,489,81,98,38,19,12,17,14
0500000US38105,38105,"Williams County, North Dakota",19256,204,143,120,0,18,0,18,0,18,0,18,0,18,0,18,4,6,15,19,68,69,372,100,224,122,233,98,480,271,261,118,4598,419,888,216,1791,346,3512,413,2630,376,2935,447,737,238,193,125,172,101
