GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
0500000US38021,38021,"Dickey County, North Dakota",3580,43,7,7,0,12,0,12,4,6,0,12,0,12,17,21,0,12,7,7,3,4,247,66,39,19,50,28,76,37,23,17,969,119,118,46,174,45,547,89,455,90,697,92,91,36,45,31,11,10
0500000US38023,38023,"Divide County, North Dakota",1773,47,1,3,0,9,0,9,0,9,0,9,7,9,8,9,3,6,5,7,2,4,61,29,0,9,39,29,28,18,12,11,591,88,1,3,99,43,309,60,220,60,337,79,41,26,0,9,9,10
0500000US38025,38025,"Dunn County, North Dakota",2675,73,3,4,0,9,0,9,0,9,0,9,5,6,2,7,4,6,0,9,4,5,102,30,9,8,51,28,29,16,55,32,790,142,90,37,199,50,529,69,325,68,384,83,85,42,6,7,3,5
0500000US38027,38027,"Eddy County, North Dakota",1773,62,9,8,0,9,0,9,0,9,0,9,0,9,4,8,1,2,0,9,0,9,95,30,22,18,17,9,45,21,18,12,456,58,73,25,150,34,311,56,216,42,270,60,63,24,15,11,8,8
0500000US38029,38029,"Emmons County, North Dakota",2572,60,21,22,0,9,0,9,0,9,0,9,0,9,3,5,9,7,22,13,39,18,243,47,69,38,11,8,31,15,25,13,830,86,45,21,107,33,459,66,288,55,321,58,42,21,7,9,0,9
0500000US38031,38031,"Foster County, North Dakota",2407,29,27,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,7,15,15,117,37,17,9,55,41,60,36,31,17,725,85,79,37,204,55,316,57,285,78,417,89,53,26,0,9,1,2
0500000US38033,38033,"Golden Valley County, North Dakota",1144,74,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,8,11,15,11,6,4,6,34,23,32,22,3,7,282,53,42,27,76,26,274,60,160,38,181,57,23,21,5,5,0,9
0500000US38035,38035,"Grand Forks County, North Dakota",38714,213,248,96,18,30,79,60,0,20,22,35,4,5,73,48,23,23,96,98,28,26,565,120,296,100,396,119,530,143,542,157,7930,465,1434,235,2160,288,7080,578,4568,370,7905,493,3141,353,816,176,760,144
0500000US38037,38037,"Grant County, North Dakota",1795,52,13,10,0,9,0,9,0,9,0,9,8,7,3,4,2,3,0,9,6,6,120,37,17,13,25,13,18,12,30,15,608,68,64,18,110,22,237,42,240,44,233,36,36,21,11,12,14,18
0500000US38039,38039,"Griggs County, North Dakota",1876,49,7,10,0,9,0,9,0,9,0,9,2,3,0,9,0,9,10,8,6,10,103,40,35,25,48,23,36,19,64,36,616,67,46,20,133,38,309,67,184,53,244,49,19,14,4,6,10,9
0500000US38041,38041,"Hettinger County, North Dakota",1886,54,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,11,9,126,35,12,10,43,24,23,13,19,11,597,69,41,19,146,37,320,50,215,45,265,39,52,29,7,10,2,4
0500000US38043,38043,"Kidder County, North Dakota",1870,64,16,10,0,9,0,9,0,9,0,9,4,5,3,4,2,3,35,42,4,4,118,30,36,24,30,19,39,32,13,10,518,70,69,29,127,36,323,86,171,42,309,50,39,17,4,5,10,8
0500000US38045,38045,"LaMoure County, North Dakota",3093,48,5,5,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,14,14,233,54,25,14,39,20,32,15,43,14,888,73,55,18,210,37,510,68,372,55,571,81,72,19,16,17,6,5
0500000US38047,38047,"Logan County, North Dakota",1424,56,11,20,0,9,0,9,0,9,0,9,0,9,2,4,0,9,8,9,3,4,241,44,14,14,10,8,20,11,20,12,441,50,46,27,90,25,219,43,114,30,161,39,21,13,3,4,0,9
0500000US38049,38049,"McHenry County, North Dakota",4008,25,26,16,0,12,0,12,0,12,0,12,0,12,0,12,3,4,2,4,10,7,188,47,22,14,114,41,64,34,34,14,1398,120,159,47,219,70,768,105,346,62,485,70,122,49,24,19,24,14
0500000US38051,38051,"McIntosh County, North Dakota",2177,28,26,16,0,9,0,9,0,9,0,9,0,9,0,9,1,3,19,23,24,16,336,56,18,15,49,22,23,10,39,22,608,73,47,16,142,35,231,38,210,41,300,45,90,29,12,10,2,4
0500000US38053,38053,"McKenzie County, North Dakota",4717,37,7,10,0,12,0,12,0,12,0,12,0,12,3,4,0,12,10,9,40,29,174,55,59,31,71,32,83,44,29,15,1141,144,184,61,276,83,912,114,676,112,841,122,200,68,5,6,6,7
0500000US38055,38055,"McLean County, North Dakota",6806,51,32,23,0,12,0,12,0,12,0,12,7,6,11,16,0,12,10,9,14,13,263,59,61,27,83,34,93,38,72,27,2005,124,285,57,467,76,1168,101,1041,102,961,94,194,43,21,13,18,16
0500000US38057,38057,"Mercer County, North Dakota",6188,38,48,44,0,12,0,12,0,12,0,12,31,30,0,12,53,39,8,11,22,17,259,76,22,25,108,54,118,46,26,28,1574,164,333,89,351,89,960,163,1004,146,1022,179,165,57,64,41,20,22
0500000US38059,38059,"Morton County, North Dakota",19183,170,58,36,0,16,0,16,0,16,5,8,44,66,8,9,5,6,15,11,58,55,838,163,153,77,324,131,263,111,103,60,4964,454,641,170,1222,220,3289,313,2574,318,3674,390,667,176,160,74,118,79
0500000US38061,38061,"Mountrail County, North Dakota",5401,33,32,21,0,12,0,12,3,4,0,12,0,12,0,12,0,12,38,25,16,19,149,44,44,34,102,38,113,37,30,25,1352,126,258,70,116,31,1433,157,728,118,767,142,176,55,18,16,26,19
0500000US38063,38063,"Nelson County, North Dakota",2395,45,14,18,0,9,0,9,0,9,0,9,0,9,4,5,1,2,3,5,1,2,141,35,9,10,31,21,34,17,18,14,666,79,30,15,125,32,402,71,412,66,390,66,104,42,8,6,2,3
0500000US38065,38065,"Oliver County, North Dakota",1308,69,8,10,0,9,0,9,0,9,6,10,0,9,0,9,4,6,2,4,0,9,80,27,11,11,8,7,24,16,20,15,353,57,46,27,72,31,299,58,160,39,178,51,33,21,4,6,0,9
0500000US38067,38067,"Pembina County, North Dakota",5357,13,27,20,0,12,0,12,0,12,0,12,7,8,7,7,0,12,8,10,8,8,241,55,58,28,116,33,66,26,53,33,1743,133,187,44,490,76,830,109,490,61,863,111,109,37,51,19,3,6
0500000US38069,38069,"Pierce County, North Dakota",3230,59,34,36,0,9,0,9,0,9,0,9,1,3,20,20,2,4,10,15,9,10,230,68,33,21,100,60,75,34,57,32,914,135,202,76,182,57,615,121,345,82,333,90,42,32,24,30,2,4
0500000US38071,38071,"Ramsey County, North Dakota",7872,97,54,62,0,14,0,14,0,14,30,48,0,14,4,5,3,7,61,53,17,22,314,85,60,32,146,62,180,59,59,45,1927,248,315,108,525,105,1478,212,1047,161,1301,200,231,76,70,38,50,37
0500000US38073,38073,"Ransom County, North Dakota",3868,45,16,13,0,12,0,12,0,12,2,5,0,12,9,12,18,20,0,12,5,9,177,45,26,21,131,54,46,23,38,19,1299,113,91,34,260,60,648,101,465,78,499,81,91,34,30,20,17,14
0500000US38075,38075,"Renville County, North Dakota",1782,66,1,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,4,1,5,62,28,14,11,7,7,17,10,16,15,485,71,41,22,144,37,398,73,287,55,261,49,40,21,3,5,3,5
0500000US38077,38077,"Richland County, North Dakota",10477,53,58,45,0,14,0,14,3,4,3,4,6,8,32,28,3,4,11,14,13,12,314,56,135,50,171,83,232,79,92,48,2550,203,306,88,787,122,1815,171,1772,167,1610,151,448,90,99,47,17,13
0500000US38079,38079,"Rolette County, North Dakota",8058,29,14,22,0,14,0,14,4,7,0,14,26,35,0,14,59,46,55,33,48,37,247,76,219,71,344,96,387,84,63,33,1361,183,435,105,546,113,1466,158,1182,154,1074,159,360,78,105,63,63,38
0500000US38081,38081,"Sargent County, North Dakota",2748,17,32,26,0,9,0,9,0,9,0,9,1,3,0,9,4,6,2,3,18,14,107,30,40,23,55,19,49,18,8,8,866,81,95,25,160,30,418,64,400,54,417,52,68,22,5,5,3,4
0500000US38083,38083,"Sheridan County, North Dakota",1069,69,5,4,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,2,3,83,32,10,9,29,14,17,13,17,19,374,42,36,16,39,15,196,44,88,27,142,40,22,11,7,5,0,9
0500000US38085,38085,"Sioux County, North Dakota",2216,25,32,20,0,9,0,9,0,9,0,9,3,4,0,9,0,9,8,8,0,9,40,17,23,13,91,32,125,32,48,25,471,64,152,43,139,48,403,72,289,47,300,56,67,26,14,11,11,10
0500000US38087,38087,"Slope County, North Dakota",561,57,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,46,32,7,8,12,7,8,8,3,6,168,34,8,7,30,16,99,26,50,15,107,27,14,10,1,3,4,7
0500000US38089,38089,"Stark County, North Dakota",16981,132,137,74,0,16,0,16,0,16,18,19,12,20,0,16,10,15,61,43,39,39,746,133,172,62,198,76,279,100,145,59,4532,341,749,143,1210,235,2544,294,1928,250,3114,296,801,182,121,53,165,71
0500000US38091,38091,"Steele County, North Dakota",1421,48,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,8,3,4,42,25,12,12,18,9,29,17,3,5,429,71,11,10,103,29,299,49,177,51,218,53,63,28,7,8,0,9
0500000US38093,38093,"Stutsman County, North Dakota",14552,89,96,71,0,16,0,16,0,16,30,48,6,9,9,14,22,22,9,10,32,22,609,105,147,79,399,137,239,95,257,106,4270,376,839,175,953,168,1837,228,1354,232,2716,285,493,118,179,83,56,40
0500000US38095,38095,"Towner County, North Dakota",1680,52,1,2,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,2,3,34,16,7,6,22,11,33,23,12,9,480,60,44,21,125,34,319,53,232,51,305,48,43,22,18,18,0,9
0500000US38097,38097,"Traill County, North Dakota",5519,35,5,8,0,12,1,3,0,12,0,12,0,12,1,3,0,12,2,4,2,4,231,63,51,31,116,49,69,29,44,31,1238,119,155,52,326,63,931,115,752,104,1271,141,253,61,49,31,22,11
0500000US38099,38099,"Walsh County, North Dakota",7903,60,170,89,0,14,0,14,0,14,43,37,17,21,8,10,19,20,43,25,41,28,457,94,105,46,150,46,137,42,152,52,2128,169,385,83,579,84,1203,140,817,114,1090,141,258,58,70,35,31,32
0500000US38101,38101,"Ward County, North Dakota",39345,205,216,127,1,3,0,20,0,20,0,20,9,13,84,88,0,20,6,7,86,68,946,161,105,50,398,125,632,192,323,104,9859,580,1286,231,2605,322,8189,511,4428,426,7407,527,2010,304,336,107,419,153
0500000US38103,38103,"Wells County, North Dakota",3209,60,19,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,12,2,3,251,71,20,24,38,20,97,37,26,21,1010,116,95,33,232,48,465,76,328,70,531,106,73,37,15,11,0,9
0500000US38105,38105,"Williams County, North Dakota",16623,122,72,58,0,16,0,16,0,16,0,16,0,16,0,16,13,17,96,80,11,13,505,120,103,48,261,107,410,234,281,101,4169,384,799,201,1348,258,2737,309,2512,367,2451,350,599,208,164,67,92,69
