GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
0500000US38021,38021,"Dickey County, North Dakota",3561,45,8,7,0,12,0,12,2,3,0,12,0,12,6,8,0,12,8,15,3,4,258,76,34,21,42,28,65,37,32,16,984,112,115,43,184,41,526,92,405,67,710,87,89,31,76,45,14,13
0500000US38023,38023,"Divide County, North Dakota",1801,52,1,3,0,9,0,9,0,9,0,9,10,12,9,11,4,6,5,7,2,4,56,22,12,18,38,31,27,15,13,9,598,87,3,5,87,29,294,59,223,75,367,79,42,24,0,9,10,10
0500000US38025,38025,"Dunn County, North Dakota",2763,98,3,4,0,9,0,9,0,9,0,9,3,4,3,4,2,3,3,5,2,3,86,29,20,13,39,20,25,12,53,32,826,120,163,57,199,48,478,77,324,57,419,81,108,53,7,6,0,9
0500000US38027,38027,"Eddy County, North Dakota",1736,64,6,7,0,9,0,9,0,9,0,9,0,9,8,16,1,3,0,9,0,9,88,24,28,19,14,9,66,33,21,12,458,69,68,23,141,31,263,49,229,37,260,48,56,23,18,11,11,11
0500000US38029,38029,"Emmons County, North Dakota",2500,51,20,16,0,9,0,9,0,9,0,9,0,9,19,35,4,9,21,13,40,17,205,39,42,20,17,11,30,18,23,12,813,78,51,18,103,31,453,71,288,48,319,62,38,20,10,9,4,5
0500000US38031,38031,"Foster County, North Dakota",2415,8,19,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,10,12,14,87,37,12,9,49,40,64,33,38,19,654,86,99,61,198,50,370,66,323,62,395,68,84,30,3,5,1,2
0500000US38033,38033,"Golden Valley County, North Dakota",1218,65,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,9,11,16,11,7,4,6,36,27,29,17,4,4,266,47,40,25,91,33,288,57,158,47,222,55,40,20,7,6,0,9
0500000US38035,38035,"Grand Forks County, North Dakota",38996,190,239,84,19,30,114,68,0,20,29,38,6,8,60,47,25,25,101,101,34,22,545,136,243,89,442,121,527,154,501,125,8045,538,1449,250,2293,229,7038,515,4559,344,8239,547,3021,306,761,166,706,146
0500000US38037,38037,"Grant County, North Dakota",1812,64,7,5,0,9,0,9,0,9,0,9,0,9,1,2,2,3,0,9,5,6,122,42,20,13,27,12,16,12,25,12,640,70,54,15,125,26,253,45,204,41,245,45,45,20,16,13,5,4
0500000US38039,38039,"Griggs County, North Dakota",1814,44,1,3,0,9,0,9,0,9,0,9,1,2,0,9,0,9,10,8,6,10,84,29,10,10,44,26,29,18,50,27,559,81,50,19,119,30,293,60,224,48,306,64,22,13,0,9,6,7
0500000US38041,38041,"Hettinger County, North Dakota",1878,59,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,5,9,7,120,40,12,10,52,32,15,10,18,10,623,80,55,26,132,42,318,48,213,47,237,41,51,30,11,9,2,4
0500000US38043,38043,"Kidder County, North Dakota",1811,51,15,11,0,9,0,9,0,9,0,9,2,4,2,3,1,3,18,22,3,4,106,30,28,20,17,14,30,21,29,15,479,67,67,27,126,35,313,86,230,69,294,52,36,17,3,4,12,8
0500000US38045,38045,"LaMoure County, North Dakota",3030,56,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,17,17,198,51,23,12,44,22,48,18,42,16,865,85,79,22,208,41,477,59,356,57,568,71,80,24,15,16,6,6
0500000US38047,38047,"Logan County, North Dakota",1455,48,7,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,3,3,194,43,8,6,11,10,29,16,26,11,505,55,43,21,83,28,217,44,121,31,181,41,21,17,2,5,0,9
0500000US38049,38049,"McHenry County, North Dakota",4047,24,18,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,0,12,12,8,176,48,24,11,130,53,67,29,48,24,1364,122,127,46,229,76,844,100,371,57,478,79,121,44,15,13,21,16
0500000US38051,38051,"McIntosh County, North Dakota",2183,44,28,16,0,9,0,9,0,9,0,9,0,9,0,9,2,3,8,12,19,14,328,52,21,13,49,20,16,13,44,25,585,63,57,22,136,37,256,42,238,37,294,48,81,28,18,11,3,4
0500000US38053,38053,"McKenzie County, North Dakota",5274,23,9,14,0,12,0,12,0,12,0,12,0,12,4,8,0,12,9,10,16,16,186,63,54,27,85,43,125,55,28,23,1366,155,260,68,297,72,1064,131,657,108,919,144,160,54,12,17,23,18
0500000US38055,38055,"McLean County, North Dakota",6845,44,37,17,0,12,0,12,0,12,0,12,5,6,10,15,6,9,9,7,13,13,263,65,75,36,91,34,84,30,83,28,2033,139,292,63,506,95,1109,97,1027,105,967,99,197,53,27,20,11,9
0500000US38057,38057,"Mercer County, North Dakota",6198,43,45,49,0,12,0,12,0,12,0,12,26,30,0,12,18,25,5,8,26,21,239,70,28,33,80,40,146,51,27,30,1575,178,298,92,381,91,1007,171,1071,117,987,147,176,60,45,35,18,19
0500000US38059,38059,"Morton County, North Dakota",19558,201,21,15,0,16,0,16,0,16,6,8,41,63,20,25,1,2,61,46,69,60,711,142,114,53,286,128,280,103,172,85,5017,417,745,153,1239,233,3203,337,2625,349,3798,465,733,199,239,99,177,110
0500000US38061,38061,"Mountrail County, North Dakota",5717,103,41,27,0,12,0,12,3,4,0,12,1,3,0,12,0,12,13,15,20,22,122,41,53,32,128,40,115,41,50,36,1491,143,225,60,159,41,1450,149,783,136,859,134,171,54,19,24,14,16
0500000US38063,38063,"Nelson County, North Dakota",2372,30,11,13,0,9,0,9,0,9,0,9,0,9,0,9,1,2,4,5,2,4,135,55,11,9,25,15,23,12,19,12,638,79,33,13,152,35,409,79,450,67,385,52,65,23,6,5,3,4
0500000US38065,38065,"Oliver County, North Dakota",1307,70,11,11,4,7,0,9,0,9,6,11,0,9,0,9,4,5,0,9,0,9,102,31,13,10,4,5,28,14,30,20,331,51,61,30,62,25,252,43,143,35,215,49,34,22,4,6,3,5
0500000US38067,38067,"Pembina County, North Dakota",5309,22,37,19,0,12,0,12,0,12,0,12,3,4,5,7,0,12,10,9,5,7,237,62,52,27,104,27,71,30,77,60,1748,132,226,45,434,70,825,83,476,67,809,91,129,42,53,27,8,9
0500000US38069,38069,"Pierce County, North Dakota",3207,69,32,28,0,9,0,9,0,9,0,9,3,5,15,17,2,4,9,17,9,10,203,70,26,21,103,55,81,43,54,28,811,144,187,73,215,67,627,122,339,100,423,114,39,28,26,32,3,5
0500000US38071,38071,"Ramsey County, North Dakota",7913,115,44,51,0,14,0,14,0,14,0,14,7,13,2,4,3,7,20,22,16,19,245,93,77,52,158,75,168,59,100,64,1929,213,317,92,460,114,1394,195,1165,169,1466,200,188,66,90,58,64,53
0500000US38073,38073,"Ransom County, North Dakota",3843,44,26,20,0,12,0,12,0,12,3,5,0,12,11,15,4,7,0,12,15,15,149,50,29,24,90,43,32,22,36,19,1337,128,90,36,229,58,597,101,482,91,607,99,72,27,19,14,15,17
0500000US38075,38075,"Renville County, North Dakota",1771,58,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,60,28,7,7,25,22,17,11,19,14,468,62,45,24,157,37,407,70,260,65,259,42,36,18,1,3,4,5
0500000US38077,38077,"Richland County, North Dakota",10457,79,34,18,0,14,0,14,2,4,14,25,10,11,37,41,11,15,8,10,12,13,276,69,101,40,70,32,189,62,88,52,2562,210,306,74,812,114,1753,174,1827,157,1764,172,424,98,132,50,25,16
0500000US38079,38079,"Rolette County, North Dakota",8066,39,21,42,0,14,0,14,0,14,0,14,27,32,0,14,76,52,46,37,53,37,267,98,233,75,318,96,408,105,40,24,1310,171,433,119,496,117,1619,201,1105,161,1145,162,328,88,101,66,40,27
0500000US38081,38081,"Sargent County, North Dakota",2764,12,24,20,0,9,0,9,0,9,0,9,2,3,0,9,0,9,2,3,12,13,99,29,18,11,38,16,60,24,15,10,842,78,80,25,188,37,415,58,413,46,481,55,67,23,5,5,3,4
0500000US38083,38083,"Sheridan County, North Dakota",1061,67,6,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,2,59,18,10,11,30,14,17,12,16,16,371,42,23,14,51,18,180,37,117,33,137,39,35,14,7,6,0,9
0500000US38085,38085,"Sioux County, North Dakota",2244,25,26,17,0,9,0,9,0,9,0,9,4,4,0,9,3,6,5,6,0,9,47,16,23,13,78,33,111,28,37,19,484,61,170,40,134,46,405,52,326,42,312,47,49,20,13,9,17,12
0500000US38087,38087,"Slope County, North Dakota",567,59,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,34,28,12,9,12,8,8,8,5,6,172,35,7,6,30,13,91,25,57,20,115,27,13,10,1,3,5,7
0500000US38089,38089,"Stark County, North Dakota",17806,134,155,77,0,16,0,16,0,16,23,22,6,10,0,16,14,19,78,55,39,41,668,146,152,52,202,67,305,137,151,55,4685,404,801,178,1272,181,2924,308,1996,247,3070,352,924,171,144,66,197,91
0500000US38091,38091,"Steele County, North Dakota",1449,42,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,4,8,8,4,5,41,25,15,13,13,8,27,17,1,3,437,61,25,20,126,33,311,50,188,47,203,49,42,15,5,7,2,5
0500000US38093,38093,"Stutsman County, North Dakota",14541,98,106,82,0,16,0,16,0,16,33,52,8,13,2,3,20,20,11,12,30,23,555,135,176,91,357,149,230,103,324,131,4472,342,914,211,979,185,1745,227,1335,218,2652,306,414,113,129,54,49,29
0500000US38095,38095,"Towner County, North Dakota",1653,75,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,36,13,7,6,20,10,46,29,18,12,498,68,53,19,117,38,307,60,238,50,253,57,42,15,16,16,0,9
0500000US38097,38097,"Traill County, North Dakota",5519,28,7,6,0,12,3,5,0,12,0,12,0,12,2,3,0,12,3,4,4,5,202,54,60,27,129,53,83,32,37,38,1231,120,131,39,364,65,983,110,742,94,1166,136,319,58,30,21,23,11
0500000US38099,38099,"Walsh County, North Dakota",7832,58,145,88,0,14,0,14,4,6,36,33,14,15,7,9,34,29,50,38,49,33,335,64,65,31,115,43,132,45,135,51,2354,190,351,94,581,95,1072,119,932,112,1055,113,261,55,70,30,35,33
0500000US38101,38101,"Ward County, North Dakota",40124,192,176,81,1,3,3,4,0,20,0,20,0,20,32,49,0,20,12,18,113,69,866,154,143,66,463,160,519,154,347,115,10320,556,1526,251,2873,340,8172,545,4425,411,7283,531,2113,338,427,129,310,120
0500000US38103,38103,"Wells County, North Dakota",3185,60,19,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,326,102,3,6,39,19,75,34,42,26,988,102,96,32,185,39,453,72,330,63,507,81,104,42,16,13,0,9
0500000US38105,38105,"Williams County, North Dakota",17784,154,122,111,0,16,0,16,0,16,0,16,0,16,0,16,12,16,48,49,8,13,468,121,91,47,213,92,470,241,275,100,4464,404,901,201,1605,266,3088,360,2617,312,2526,338,560,185,218,106,98,81
