GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
0500000US38021,38021,"Dickey County, North Dakota",3531,58,4,6,0,12,0,12,0,12,8,11,0,12,9,14,0,12,8,10,8,12,181,55,58,39,51,30,68,31,40,23,881,100,82,38,173,49,556,103,417,71,754,101,127,49,75,37,31,22
0500000US38023,38023,"Divide County, North Dakota",1781,62,7,10,0,9,0,9,0,9,0,9,3,6,3,6,7,10,3,6,1,3,65,26,13,15,50,45,33,24,25,18,584,91,19,17,108,50,270,66,179,47,388,90,17,15,0,9,6,8
0500000US38025,38025,"Dunn County, North Dakota",2957,76,9,8,0,9,0,9,0,9,0,9,10,9,3,4,4,5,2,5,0,9,88,28,25,15,41,20,17,12,66,28,789,103,171,61,214,57,581,96,332,68,463,104,104,39,33,27,5,7
0500000US38027,38027,"Eddy County, North Dakota",1693,62,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,59,24,16,17,14,10,50,21,39,24,443,63,76,27,135,32,237,45,242,57,278,50,69,27,22,18,6,6
0500000US38029,38029,"Emmons County, North Dakota",2473,67,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,15,10,46,48,178,38,32,18,38,26,35,17,26,14,836,77,69,27,105,28,453,67,257,41,340,58,22,13,7,8,9,8
0500000US38031,38031,"Foster County, North Dakota",2390,17,10,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,10,14,84,38,1,2,45,36,77,33,37,19,614,102,69,31,172,49,404,75,345,60,404,72,98,34,3,5,12,13
0500000US38033,38033,"Golden Valley County, North Dakota",1237,70,18,23,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,15,7,4,7,12,11,36,26,5,6,288,58,17,17,87,32,301,69,174,52,213,50,58,33,3,6,2,4
0500000US38035,38035,"Grand Forks County, North Dakota",40330,170,252,101,0,20,0,20,0,20,8,14,3,6,63,51,23,22,45,32,75,63,398,118,256,89,332,99,609,181,491,104,8653,530,1478,266,2495,309,6703,517,5099,411,8827,504,2996,305,725,171,799,190
0500000US38037,38037,"Grant County, North Dakota",1816,58,5,6,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,16,14,82,43,18,10,42,19,19,12,22,12,614,66,60,15,117,22,285,46,206,39,248,45,54,20,21,12,5,4
0500000US38039,38039,"Griggs County, North Dakota",1732,67,4,6,0,9,0,9,0,9,0,9,1,2,0,9,0,9,4,6,6,10,96,40,3,4,44,16,31,19,25,16,539,80,29,16,100,34,276,56,223,54,315,69,27,14,0,9,9,13
0500000US38041,38041,"Hettinger County, North Dakota",1951,64,6,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,5,12,8,91,27,20,16,49,32,19,15,34,15,638,67,66,27,162,45,383,57,197,45,223,34,35,19,8,8,3,4
0500000US38043,38043,"Kidder County, North Dakota",1782,81,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,2,5,76,24,18,12,17,14,24,13,21,12,579,90,58,23,92,29,273,48,268,62,289,55,54,27,5,5,3,5
0500000US38045,38045,"LaMoure County, North Dakota",2952,51,6,5,0,9,0,9,0,9,0,9,0,9,0,9,2,3,1,2,15,17,212,45,20,10,50,21,50,25,49,18,793,95,105,31,168,35,470,60,346,47,518,61,121,32,15,13,11,8
0500000US38047,38047,"Logan County, North Dakota",1456,45,3,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,6,1,2,150,41,8,5,13,10,26,18,23,11,555,62,51,16,80,21,210,38,132,24,176,37,21,12,0,9,4,5
0500000US38049,38049,"McHenry County, North Dakota",4101,23,16,11,0,12,0,12,0,12,0,12,0,12,0,12,3,4,7,7,20,15,180,44,30,14,80,28,39,20,36,20,1277,98,147,33,176,42,733,71,506,65,701,88,123,36,16,15,11,9
0500000US38051,38051,"McIntosh County, North Dakota",2123,36,15,9,0,9,0,9,0,9,0,9,0,9,0,9,1,2,7,7,8,6,216,34,22,14,40,20,10,9,72,41,611,59,55,22,144,32,280,43,254,45,299,48,59,21,30,18,0,9
0500000US38053,38053,"McKenzie County, North Dakota",6485,56,3,4,1,2,0,14,0,14,0,14,0,14,0,14,0,14,15,14,9,7,145,43,28,16,100,40,154,61,40,33,1752,161,266,76,471,124,1050,142,857,187,1185,168,307,101,66,39,36,27
0500000US38055,38055,"McLean County, North Dakota",6972,33,38,20,0,12,0,12,0,12,0,12,5,5,0,12,6,7,4,6,14,13,213,59,54,31,84,33,88,33,89,29,2180,136,291,60,485,67,1073,111,1074,97,998,75,233,50,31,17,12,10
0500000US38057,38057,"Mercer County, North Dakota",6137,45,57,52,0,12,0,12,0,12,0,12,25,26,0,12,16,21,5,8,23,20,243,51,30,22,49,26,108,48,23,23,1601,176,193,54,359,79,1081,166,1056,143,940,122,241,73,52,51,35,26
0500000US38059,38059,"Morton County, North Dakota",20665,156,118,82,0,16,0,16,0,16,0,16,36,53,14,25,1,4,67,45,18,15,617,162,163,98,244,99,260,93,103,64,5492,486,954,192,1269,243,3465,472,2616,329,3868,439,932,247,267,89,161,99
0500000US38061,38061,"Mountrail County, North Dakota",6137,142,56,42,0,12,0,12,0,12,0,12,1,2,0,12,0,12,4,4,4,5,116,46,42,28,116,49,101,38,60,36,1535,175,274,59,210,66,1285,156,882,156,1134,170,228,77,51,39,38,33
0500000US38063,38063,"Nelson County, North Dakota",2312,12,9,8,0,9,0,9,0,9,0,9,0,9,0,9,4,4,5,6,1,3,46,20,11,8,34,23,62,22,21,9,696,79,54,20,122,30,389,57,409,51,378,64,63,24,5,4,3,4
0500000US38065,38065,"Oliver County, North Dakota",1282,64,10,14,3,4,0,9,0,9,0,9,0,9,0,9,4,6,0,9,0,9,86,30,2,4,9,8,36,21,5,8,348,48,69,49,80,34,224,47,183,43,176,47,24,14,19,14,4,5
0500000US38067,38067,"Pembina County, North Dakota",5189,36,41,25,0,12,0,12,0,12,8,15,0,12,0,12,0,12,23,17,12,10,210,50,50,22,86,27,81,40,63,25,1603,110,222,47,359,59,794,91,587,73,816,100,171,44,56,23,7,7
0500000US38069,38069,"Pierce County, North Dakota",3169,81,11,10,0,9,0,9,0,9,0,9,2,4,0,9,1,2,14,23,1,3,112,37,33,26,76,37,75,52,46,32,959,122,162,60,248,81,575,104,410,138,319,99,95,74,30,39,0,9
0500000US38071,38071,"Ramsey County, North Dakota",7948,80,40,39,0,14,0,14,0,14,0,14,9,13,1,2,3,7,9,12,0,14,157,55,70,53,186,81,177,74,71,55,2237,282,252,92,332,89,1397,176,1268,202,1305,192,246,106,124,82,64,60
0500000US38073,38073,"Ransom County, North Dakota",3852,54,22,17,0,12,0,12,0,12,0,12,0,12,16,21,0,12,4,8,23,15,118,46,42,26,91,46,34,22,37,16,1277,108,132,52,250,56,661,100,482,87,549,87,63,23,25,16,26,19
0500000US38075,38075,"Renville County, North Dakota",1722,70,6,8,0,9,0,9,0,9,0,9,0,9,5,6,0,9,0,9,3,5,46,23,15,13,30,22,22,14,8,7,485,68,49,21,137,34,359,60,261,55,231,47,53,18,7,9,5,5
0500000US38077,38077,"Richland County, North Dakota",10478,90,28,17,0,14,0,14,0,14,6,7,10,14,41,48,15,18,7,8,20,18,267,62,98,50,138,65,165,58,104,40,2741,196,306,83,756,115,1603,171,1882,167,1767,156,376,76,107,46,41,24
0500000US38079,38079,"Rolette County, North Dakota",8240,27,8,10,0,14,0,14,0,14,0,14,0,14,0,14,55,39,26,27,27,14,246,76,208,73,310,92,370,103,72,37,1430,175,408,98,530,100,1460,201,1237,185,1474,193,296,81,42,28,41,28
0500000US38081,38081,"Sargent County, North Dakota",2780,27,5,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,2,3,107,41,15,9,31,17,46,17,21,12,776,73,94,30,234,39,459,56,460,52,448,56,72,26,3,3,4,3
0500000US38083,38083,"Sheridan County, North Dakota",1088,51,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,55,20,21,16,39,17,19,12,6,5,360,49,37,16,73,20,167,34,140,30,124,29,38,16,6,5,0,9
0500000US38085,38085,"Sioux County, North Dakota",2306,22,4,5,0,9,0,9,0,9,0,9,0,9,0,9,3,4,14,9,0,9,59,17,44,16,79,21,107,27,19,11,583,66,159,45,101,24,449,65,302,40,304,43,48,16,11,7,20,13
0500000US38087,38087,"Slope County, North Dakota",508,57,7,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,5,8,6,9,8,7,5,6,6,18,12,132,26,9,6,19,13,84,26,57,20,132,29,14,9,3,4,0,9
0500000US38089,38089,"Stark County, North Dakota",19510,187,167,91,0,16,0,16,0,16,17,22,0,16,0,16,14,15,62,52,48,52,562,113,126,68,206,100,349,150,274,106,5036,323,967,218,1296,258,3438,369,2130,319,3456,341,899,195,173,82,290,128
0500000US38091,38091,"Steele County, North Dakota",1451,58,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,5,9,9,0,9,31,15,4,5,8,7,29,20,2,3,409,61,24,17,122,37,283,54,191,48,291,64,42,23,0,9,3,5
0500000US38093,38093,"Stutsman County, North Dakota",14564,120,84,80,2,5,0,16,0,16,36,57,0,16,1,3,23,28,18,17,26,20,429,94,216,93,228,107,239,88,169,70,4251,327,763,201,872,176,2227,245,1407,245,2869,353,494,105,151,63,59,36
0500000US38095,38095,"Towner County, North Dakota",1630,79,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,45,19,4,5,15,11,34,25,20,10,471,68,71,42,105,38,314,54,240,51,240,52,60,29,3,4,0,9
0500000US38097,38097,"Traill County, North Dakota",5462,45,8,9,0,12,3,4,0,12,0,12,0,12,0,12,0,12,8,10,4,4,157,46,57,29,87,34,69,27,32,15,1287,117,146,40,375,67,1051,112,694,79,1087,111,340,68,26,16,31,15
0500000US38099,38099,"Walsh County, North Dakota",7686,52,84,54,0,14,0,14,4,7,8,13,33,33,1,3,20,25,35,31,30,35,304,73,96,44,132,61,117,49,144,50,2425,225,392,93,555,92,1055,114,966,116,946,123,228,53,74,31,37,31
0500000US38101,38101,"Ward County, North Dakota",42320,224,179,89,2,3,4,5,0,20,0,20,0,20,28,45,0,20,19,27,157,116,760,187,248,112,445,152,530,198,455,157,10988,683,1660,282,3160,398,8031,697,4491,484,8389,566,2070,394,441,141,263,101
0500000US38103,38103,"Wells County, North Dakota",3137,61,22,19,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,304,62,19,19,47,24,39,20,44,31,912,98,124,35,191,54,430,63,336,62,542,88,98,35,10,9,17,12
0500000US38105,38105,"Williams County, North Dakota",20494,171,140,86,0,18,0,18,0,18,0,18,0,18,0,18,6,8,12,11,75,77,367,84,153,88,196,68,382,219,242,107,4868,548,957,254,2198,423,3509,381,2776,393,3409,498,793,245,247,132,164,107
