GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
0500000US38025,38025,"Dunn County, North Dakota",25268,2169,27000,19528,25034,2440,23750,2719,30625,11474,36250,6062,35268,3577,36750,15849,34128,3753,34773,12309,40938,4763,18125,38269,19271,2314,16538,3351,17566,4942,19414,2568,19306,14267,45000,26330
0500000US38027,38027,"Eddy County, North Dakota",26344,1333,25380,7045,22841,3066,25884,1847,35909,5514,39375,11975,31056,2323,26103,2072,23289,4231,32125,2103,46875,12118,33750,43006,21733,2608,16667,14348,22125,4411,19904,2942,33056,10448,42917,9609
0500000US38029,38029,"Emmons County, North Dakota",24031,3660,20000,7646,18606,2231,27875,6076,34605,2832,36563,23604,27348,4374,24318,4933,25855,3565,31311,3024,34464,3549,22083,16684,19891,2444,13750,5374,13636,2621,23864,4539,35000,6817,73500,2176
0500000US38031,38031,"Foster County, North Dakota",29813,2451,22000,8541,21119,1611,30932,2880,39844,3718,48750,25294,36000,3619,27000,20574,24750,7682,34018,9412,51538,7283,61750,36719,22326,3979,13000,5282,16333,3212,23542,8563,35150,6919,43750,16154
0500000US38033,38033,"Golden Valley County, North Dakota",23272,2985,8750,5160,21065,4162,22692,3264,30700,5160,53438,32032,26382,6061,7361,12097,22222,2890,41458,9616,40469,29891,49063,79397,20268,2971,10833,11413,15125,9205,19615,2271,30550,5120,54375,20107
0500000US38035,38035,"Grand Forks County, North Dakota",31656,791,23370,3446,25251,1478,29635,1654,37240,2072,55017,4377,39289,1847,26834,1262,31777,1667,35013,2842,44177,2965,64714,5994,26154,875,12991,4205,17985,2590,24801,1745,32286,2008,45729,6573
0500000US38037,38037,"Grant County, North Dakota",26494,1317,23929,6942,23333,2573,26765,3230,31208,2161,39432,7613,31932,4883,27500,7032,26500,3163,42500,3833,42083,11315,16875,92603,22500,3221,18750,19263,15400,2225,20938,5824,30000,2312,39773,6698
0500000US38039,38039,"Griggs County, North Dakota",26794,1253,18125,18715,21571,1793,30702,1805,33382,6484,30972,6588,31087,2034,30441,14197,26129,4000,33967,2323,41563,15182,33750,51074,21800,2218,7292,7155,14091,5519,26648,4088,27411,9328,20750,15712
0500000US38041,38041,"Hettinger County, North Dakota",26096,2497,13125,7426,24737,3564,24479,3653,35536,1759,33438,36674,31990,2570,16250,24861,28750,4865,31902,3164,44583,11767,34688,28679,20469,4321,12875,4741,16328,4602,19250,4772,31429,3726,4167,31995
0500000US38043,38043,"Kidder County, North Dakota",25625,2732,17083,5018,27639,4970,22695,2489,32132,6086,33125,7027,31538,2165,19063,6540,32400,2579,35000,15972,38750,8239,31389,13043,19125,5730,7426,4750,16875,7245,13750,6044,29886,4202,37813,2817
0500000US38045,38045,"LaMoure County, North Dakota",29023,1612,25262,2970,26233,1308,29453,2879,37399,6760,35781,4297,38672,4605,26445,1140,30580,2816,41600,4542,51193,3076,36250,10481,20701,1483,13929,4352,20967,1612,19000,2930,24643,7408,35625,2942
0500000US38047,38047,"Logan County, North Dakota",24861,4265,15789,2748,29659,7122,21914,3983,45833,18164,39167,31972,33051,2402,15208,8725,33472,5103,32188,3506,62500,15887,16875,34027,16743,1741,16058,1424,16875,4556,16696,5219,18750,11904,39583,18726
0500000US38049,38049,"McHenry County, North Dakota",28057,2152,23750,8196,27324,2506,26231,2429,34868,4584,39375,19358,34279,3332,31250,7904,33750,4968,35104,5466,37578,3310,31818,7255,21094,2233,11607,8093,17036,2145,19500,2359,29653,6979,48625,19934
0500000US38051,38051,"McIntosh County, North Dakota",23571,3159,16458,6731,20607,2335,26307,4430,31786,9280,45511,3361,31890,5689,23333,17357,25521,3793,35000,6866,44722,9148,45909,1529,17536,2828,7292,12550,16591,3621,16719,4518,21250,11164,41625,12473
0500000US38053,38053,"McKenzie County, North Dakota",32772,2273,7431,10139,31898,5629,31236,2246,42868,2992,70694,37571,41091,3441,25694,24348,37716,3765,41250,6569,47675,5637,46667,65524,22500,3648,3672,1605,23594,5350,21955,5090,32344,10793,70833,39543
0500000US38055,38055,"McLean County, North Dakota",30597,1578,16094,5623,25325,2756,30685,2683,38750,4092,53125,5719,42279,2298,21324,5365,35147,6223,48036,4246,48409,5136,91250,42994,20936,1273,11375,7583,15933,1419,20849,1373,34038,3130,41111,3019
0500000US38057,38057,"Mercer County, North Dakota",39857,5373,20298,12675,32361,5356,43698,3925,40801,11181,83594,26975,62162,1965,40000,34156,61574,2718,62647,3299,70540,4162,84375,32222,19524,3153,13967,4839,14023,3986,19107,5049,26232,2120,75938,73177
0500000US38059,38059,"Morton County, North Dakota",31504,763,23578,3024,27693,2341,30898,1486,38396,2106,48526,17228,39939,1788,26701,7249,38855,3966,38669,3474,43875,6818,58125,27894,26199,1844,6757,4087,18181,2558,26250,2876,33191,3693,32159,25164
0500000US38061,38061,"Mountrail County, North Dakota",30793,1255,21447,10943,27525,2906,29966,1346,37240,5814,40104,8036,38405,3600,30573,4078,40625,5243,36756,8967,36250,14523,42083,16010,24846,3031,9728,3366,16477,2040,25919,3767,37847,4716,38250,8871
0500000US38063,38063,"Nelson County, North Dakota",26106,2767,7250,2740,23750,7068,23986,2723,31579,2825,32813,23893,30328,3105,6806,3248,31917,4799,27632,3844,32083,8153,16250,23484,21414,3866,9375,5874,17708,10105,18542,5088,30486,3603,48375,22052
0500000US38065,38065,"Oliver County, North Dakota",34063,3561,17054,17013,21700,4961,42188,7556,37083,11032,34926,16148,51759,12157,25625,53818,51310,12030,65625,14776,45688,6206,62500,41487,19952,2886,16875,12299,14464,4963,23750,9493,9653,17590,33750,11176
0500000US38067,38067,"Pembina County, North Dakota",31567,1145,22000,8261,28924,3526,31477,1322,40440,2214,53750,18066,37660,1753,22279,9043,39323,3720,37350,2244,48026,6338,66250,9561,25109,1840,20417,15483,18224,2768,25864,1956,35063,4416,36750,11040
0500000US38069,38069,"Pierce County, North Dakota",21045,6447,20469,24324,20581,8452,19683,8025,32000,16916,48281,8569,24700,15453,35486,38452,25506,7457,16913,22816,40139,14928,47045,3034,19167,2955,10417,17476,13385,5110,20221,2985,17813,28504,51125,43366
0500000US38071,38071,"Ramsey County, North Dakota",27706,1942,16773,5599,23308,1710,27486,2807,38868,2903,47857,17263,33325,4645,17264,9099,27375,4033,38867,7250,47182,6266,49750,23571,22910,1493,14500,6627,18438,3068,21790,1906,31250,7575,39770,20303
0500000US38073,38073,"Ransom County, North Dakota",30224,1701,25179,16391,28828,1544,27471,3880,39643,7051,56607,24685,38106,4615,25313,16737,35000,4002,39615,5623,50855,3322,55536,31340,21094,2549,18750,26450,21607,5855,17917,4884,29167,5316,63182,34902
0500000US38075,38075,"Renville County, North Dakota",27403,2126,39167,26216,26133,1967,27109,3534,27019,6146,41500,9272,38144,3714,50278,12223,31806,6199,38365,5256,44375,22030,50000,18256,21125,2095,20833,8065,14821,2981,21458,1423,25234,6592,38333,34307
0500000US38077,38077,"Richland County, North Dakota",32504,1382,21607,9626,29347,2500,30169,1819,41330,2415,53750,3517,41008,1444,28352,8654,36136,2945,40958,1876,48324,3413,68214,45777,25039,1557,10972,2883,19625,2659,22706,2348,36900,2309,48056,11918
0500000US38079,38079,"Rolette County, North Dakota",26543,1331,21344,8057,19805,2566,26667,2062,37014,6321,48790,5472,28113,2937,26198,1769,20074,6021,29531,7568,43864,8800,63897,15136,25280,2457,13955,1486,19608,3112,24856,2973,34271,4098,45066,8167
0500000US38081,38081,"Sargent County, North Dakota",32861,1692,35893,6370,31136,2569,33704,3346,33365,4825,36406,6822,40144,2390,43750,8296,39301,2970,40441,3790,41563,7980,20000,35357,21791,1847,11786,1482,18393,5031,21714,2891,30357,3701,37031,8145
0500000US38083,38083,"Sheridan County, North Dakota",22188,3815,16944,2481,14621,2059,25096,4497,37813,7851,27500,16458,29219,5930,22083,13183,23750,13486,26111,8085,51346,2770,53750,55141,14375,3389,10625,9643,12917,1277,23250,4205,27917,9617,18750,5433
0500000US38085,38085,"Sioux County, North Dakota",22769,2098,13750,7692,17500,3628,22833,2981,35080,5605,49375,19995,26250,2800,17000,18197,20000,8986,30786,4777,44625,131070,50313,16490,20488,3186,11500,4905,9219,5913,20347,3024,31719,7835,48750,45587
0500000US38087,38087,"Slope County, North Dakota",29750,4168,8125,8115,21875,16593,30938,2835,30833,21682,30375,1932,32361,7764,10250,3276,31875,5885,32188,7140,53750,20323,21250,40881,16944,9225,"2,500-",***,10625,4410,16786,8573,22679,13969,30375,1822
0500000US38089,38089,"Stark County, North Dakota",31871,1376,14100,5854,26842,1332,31600,1990,36473,1485,51131,4634,40984,1903,22443,7857,38165,5354,41822,2906,45938,5380,58333,11742,22004,1201,9645,3890,17088,1359,22173,2413,27991,6754,46944,10794
0500000US38091,38091,"Steele County, North Dakota",27029,2285,18864,5217,24643,5446,27083,6136,32000,6283,38571,8242,34500,3170,19500,20234,30469,8659,42667,13548,32250,10437,39107,18132,19023,2721,18333,15308,13417,4541,19519,4146,29773,12574,36563,27860
0500000US38093,38093,"Stutsman County, North Dakota",30247,1408,14907,5790,27284,1401,27109,2019,38628,2391,47596,9680,37317,2334,28611,2993,34641,3228,36708,2456,45205,6699,48875,13299,24648,1970,10781,5194,22458,3188,20583,1698,34648,3007,44653,8988
0500000US38095,38095,"Towner County, North Dakota",26728,1362,20000,9638,25200,2573,24464,3089,31389,7738,40694,9996,31042,4859,25556,8758,28315,3209,34063,6446,36964,16368,51750,7700,22355,1988,16250,6656,19904,3694,20345,1730,29821,5679,31750,12660
0500000US38097,38097,"Traill County, North Dakota",31223,966,19063,12803,30398,2039,28362,1659,36576,2898,39609,3269,38169,2248,30781,14036,37344,2709,36887,2635,45121,4704,41786,6713,24040,2627,9036,851,18523,2493,21186,1816,31014,2315,37596,27814
0500000US38099,38099,"Walsh County, North Dakota",27347,1785,16528,5089,25227,1639,32257,1607,34669,2651,44464,10629,34358,1923,25714,2695,30391,2897,37887,2431,37406,4835,75313,55145,20944,1185,9194,1565,17034,2571,23917,2545,28654,6288,40134,6782
0500000US38101,38101,"Ward County, North Dakota",31046,798,20168,4380,25093,1738,30305,1292,35245,2639,54134,3580,38883,1326,22869,3282,33244,1868,40072,1573,42973,2709,61943,2616,24002,1063,12328,4736,16956,1634,23516,1356,31005,1754,47083,5906
0500000US38103,38103,"Wells County, North Dakota",27382,2279,16635,5688,24573,2872,26909,2243,34750,4028,30893,4735,35100,3614,31500,5835,33426,3054,35478,4832,40865,9336,28333,29230,18039,2910,10375,6310,16310,1519,15804,5179,31172,10216,37727,11773
0500000US38105,38105,"Williams County, North Dakota",34184,1814,24792,11519,30556,4843,32527,1567,39832,1960,56510,13196,49316,2884,37426,9943,42317,4204,49964,3731,62864,6583,72750,9593,22293,1767,12917,5539,17536,2373,21954,2137,33125,3455,38676,9904
