GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
0500000US38037,38037,"Grant County, North Dakota",28542,2488,20000,13233,25952,1859,28857,2377,36964,8856,40341,42587,37639,9054,26458,20902,30875,9768,42813,8216,45227,5698,16591,1293,26197,2830,4750,11555,20804,3835,26033,7482,33542,6251,41932,2369
0500000US38039,38039,"Griggs County, North Dakota",31813,2097,30625,12873,25282,3702,33865,1082,36912,6623,31667,13962,35625,2790,32321,16647,31971,3448,37125,3202,48125,7673,32143,29515,25197,3840,10625,5875,14868,4364,32524,3999,28750,8097,21250,25042
0500000US38041,38041,"Hettinger County, North Dakota",26448,2144,9821,3873,25917,3101,24500,4301,37589,3307,40673,20635,35777,3492,9688,10161,31548,5646,33750,6608,48750,12566,41023,15318,16409,1445,10000,6665,14500,4597,17500,2634,30156,7080,4375,184229
0500000US38043,38043,"Kidder County, North Dakota",26964,4588,18603,6637,26100,4528,30250,4867,31597,5354,38500,7690,32955,4804,25156,15940,30909,4707,40268,7832,41500,15640,34286,6477,20391,5197,7417,12196,14375,4633,17813,4283,27417,8706,43333,7587
0500000US38045,38045,"LaMoure County, North Dakota",31368,1181,22656,5002,27961,4343,30291,3409,39750,2917,45250,11608,43568,3092,27500,12751,32321,7413,50592,5358,52292,3186,75750,42783,22750,3560,17813,4855,25000,4003,21058,2284,26731,6274,38125,2142
0500000US38047,38047,"Logan County, North Dakota",29375,2526,13250,4327,30000,5711,28819,3164,42159,9364,42500,10102,36895,3309,15500,9516,38750,6094,33333,7059,52361,11404,50938,7020,20958,2156,"2,500-",***,16250,5262,22440,7615,26875,28762,38250,23502
0500000US38049,38049,"McHenry County, North Dakota",32224,1714,30667,10370,29048,4171,30347,3899,38092,5498,59583,9452,38231,3221,33846,3981,36161,3393,41373,2247,39808,12584,31979,29228,24647,2607,9167,1062,19400,3055,20761,4797,36607,3818,61071,5288
0500000US38051,38051,"McIntosh County, North Dakota",24675,1761,10804,4512,19643,2384,30093,2839,29750,8183,49250,13854,35573,4050,20417,8021,26513,4184,34265,4958,49167,11755,49875,22336,18024,2665,5750,2086,14281,1281,23981,1571,20750,3211,41538,12679
0500000US38053,38053,"McKenzie County, North Dakota",36882,3132,15469,6450,31571,4728,34668,4329,47263,6099,42344,24076,46458,4167,25375,12089,40573,5620,47413,6691,53059,4125,48250,44099,27829,3948,4375,3303,25069,5883,27227,2986,34917,9250,42109,23860
0500000US38055,38055,"McLean County, North Dakota",31736,1162,15288,4207,29318,3925,31330,1652,41576,2791,50000,6595,43638,3263,17917,6904,39688,6470,44650,8052,54286,5744,58438,12426,22063,1327,13462,7128,16917,3257,22147,1490,32000,11154,38750,9089
0500000US38057,38057,"Mercer County, North Dakota",37175,2298,20735,4268,28036,6438,36920,5396,44444,6222,83625,23820,63974,3151,43750,17569,51094,11194,64375,6182,72250,4806,84000,45562,19362,2836,17188,5590,13489,2315,18730,2768,32841,10144,81563,51081
0500000US38059,38059,"Morton County, North Dakota",35106,1821,24966,7498,29633,2710,34177,2377,41772,2589,51759,3438,43575,1863,30250,9234,41671,3935,42330,5118,50357,9202,60430,22567,30215,1077,20046,10964,18914,3072,30668,1326,35927,3458,49554,6146
0500000US38061,38061,"Mountrail County, North Dakota",35109,2407,30313,6375,30192,3154,35369,3413,40719,4355,42917,7415,46709,4422,33750,4693,40208,8351,49318,6234,59063,17580,45227,6830,27591,2199,12841,8884,19097,4542,28475,2425,34600,6777,41726,8447
0500000US38063,38063,"Nelson County, North Dakota",28207,2510,10536,23259,27596,4743,25610,2428,33618,5306,33625,9585,34455,4430,35625,48143,40183,2802,30347,6016,33542,5468,21875,20821,21563,2332,7917,2826,13641,3192,21486,2443,35000,11876,38571,16968
0500000US38065,38065,"Oliver County, North Dakota",39922,4797,16979,12852,41964,15701,39464,8609,42396,12567,36750,11283,51369,4010,27083,33634,53458,3515,63125,31976,49706,4347,34167,11103,20882,2793,16458,5164,15000,8460,22095,12744,9917,49714,45469,13253
0500000US38067,38067,"Pembina County, North Dakota",32490,1392,15865,4723,28845,2348,33997,2009,42337,4022,41375,5534,37813,4019,17308,13391,36985,3246,39500,4705,60750,14314,40625,49548,27151,1444,12250,3022,22652,3265,27868,4033,34375,2407,41563,2725
0500000US38069,38069,"Pierce County, North Dakota",28681,4595,27778,9529,24766,3289,26897,4101,43846,8164,54286,16817,34712,2660,35900,13174,31450,4596,33311,6923,48977,9654,69688,303681,23125,2512,11667,13282,14028,7851,25046,2313,26339,16340,53661,26821
0500000US38071,38071,"Ramsey County, North Dakota",30162,1732,24567,4298,25942,2174,27599,2862,39183,5227,44545,10987,36187,2548,26157,4738,31993,5392,35061,5671,52021,7811,52708,4816,25256,2304,16111,10484,20288,3582,22090,3285,32917,6669,40993,2068
0500000US38073,38073,"Ransom County, North Dakota",31695,1844,24500,11701,30580,1846,30134,2462,40536,4846,58750,17190,41525,3978,30750,10499,36731,6310,42443,7867,53716,1712,46250,30918,25093,3375,9583,6285,23375,5319,21982,3364,28674,2917,59135,8641
0500000US38075,38075,"Renville County, North Dakota",32324,3860,25333,9801,30114,3201,32240,3612,43676,5660,48750,38450,45294,5577,26667,31540,37083,6300,45893,6653,53889,14668,61250,86846,25022,4178,20000,11474,20313,4753,24205,4533,38750,13637,21250,24108
0500000US38077,38077,"Richland County, North Dakota",33896,1632,24659,8400,30244,2629,31792,1625,44324,4652,57137,4881,42988,1597,31806,10094,36798,3706,43429,1616,55833,5758,72813,33340,25594,1078,10132,2739,19573,2360,23542,2826,39750,4723,55750,18394
0500000US38079,38079,"Rolette County, North Dakota",30254,2193,20579,3017,23012,2658,28897,2883,42034,3563,54643,9668,31995,3456,26450,9832,27045,6871,30638,6682,44485,10390,70417,18191,27631,2689,14545,3728,20841,6067,28214,3096,40875,7298,49861,12051
0500000US38081,38081,"Sargent County, North Dakota",33811,2566,47500,16715,30213,2544,32138,3140,36394,4302,40781,5465,42193,3821,51618,6308,38350,3494,46438,4777,47917,8899,56250,21512,22602,1897,11429,1710,21190,3519,20608,2200,32614,3244,39375,5324
0500000US38083,38083,"Sheridan County, North Dakota",25595,2232,31250,18941,19135,5127,24643,4510,40833,9693,24583,25963,30263,6031,35313,15714,28000,8360,26625,2934,53750,31305,31875,70439,19286,5904,5000,3428,14102,1184,18000,5902,39063,8690,22500,1883
0500000US38085,38085,"Sioux County, North Dakota",25410,3659,17232,5061,14141,5607,22895,4400,36507,2513,56250,7476,27625,4376,17411,16899,26161,5305,22292,11027,44712,34271,73750,52842,23879,4632,12292,11295,8375,4145,23516,4340,35368,2613,56161,11028
0500000US38087,38087,"Slope County, North Dakota",29167,5961,10650,2601,31607,8911,26875,7676,40625,13705,31786,51189,31573,3606,10950,873,40625,15853,31534,1202,52500,21798,4375,95705,20179,6118,"2,500-",***,17143,7648,15208,5393,27083,9240,42500,32008
0500000US38089,38089,"Stark County, North Dakota",35296,1430,18281,6243,29177,2755,36791,1696,37948,2534,53281,2549,46096,2804,26129,4116,40549,6119,51356,3978,52500,7456,69107,21458,24638,1646,10329,4905,20389,1489,24643,3587,29243,4809,50968,4011
0500000US38091,38091,"Steele County, North Dakota",27348,2983,21080,3882,26056,1389,35000,9856,27981,14773,21786,33346,38711,4585,32188,14721,34688,14594,42333,10926,22361,19834,48000,45377,20346,4421,20278,16960,14934,2778,20978,4235,28077,14876,12500,25964
0500000US38093,38093,"Stutsman County, North Dakota",31903,894,23351,3686,29975,2256,30682,2405,38104,3236,51219,6682,38800,2165,30242,6302,36940,3649,41479,4044,45625,7485,48816,7550,25983,1275,15148,4169,23818,3040,22004,2462,35355,2974,63650,14228
0500000US38095,38095,"Towner County, North Dakota",31190,2194,34167,8641,26292,2634,31302,4392,34688,5850,53269,8120,43875,5003,39250,116306,30938,10228,44444,8289,53333,2618,53977,4501,24310,3294,20833,14734,22981,4171,19676,2038,29485,3781,47917,26765
0500000US38097,38097,"Traill County, North Dakota",34291,1608,21000,13087,32127,2464,30849,2231,40236,3130,41742,3141,41220,1276,33472,6791,39264,1674,41150,2221,48150,5884,44583,16103,25410,1851,9191,1969,20147,2579,23110,2750,32981,3451,41111,2711
0500000US38099,38099,"Walsh County, North Dakota",30438,1322,19141,3866,26596,1484,33784,1791,41086,2508,44620,6694,36662,1350,25406,4929,30102,2708,40116,3581,46250,7562,53125,14757,24349,1623,11813,3652,17731,4178,25795,1015,38092,6124,41389,10338
0500000US38101,38101,"Ward County, North Dakota",32347,886,25582,1856,27418,1610,31889,824,38649,2601,56074,3355,40861,1570,26500,6011,32381,1717,41887,1602,48934,5294,63111,5847,26368,908,20774,11433,20817,1021,25385,1164,32493,2202,46651,6236
0500000US38103,38103,"Wells County, North Dakota",28932,3189,16935,3430,26205,1132,28155,3651,40385,2045,29861,8606,40368,3047,16964,21283,35395,5540,40913,5610,59375,25491,14688,28350,21798,2920,16875,4426,22153,5818,20060,5551,36250,9012,30313,12125
0500000US38105,38105,"Williams County, North Dakota",40414,2901,31307,15678,34980,8214,36543,3177,44867,5759,64444,19584,56223,7041,44896,24159,50032,8656,56941,9110,68699,4539,86531,62554,25962,2366,20538,9323,18507,1960,24497,4053,40156,6539,48487,9915
